task_id,source,model,strategy,run_number,passed,error_type,input_tokens,output_tokens,latency_ms,estimated_cost_usd,execution_time_s,error_msg
humaneval_33,HumanEval,openai/gpt-oss-120b,S0,2,True,,261,495,5290.34,0.0004392,0.0595,
humaneval_34,HumanEval,openai/gpt-oss-120b,S0,2,True,,181,123,3767.37,0.0001614,0.0477,
humaneval_35,HumanEval,openai/gpt-oss-120b,S0,2,True,,190,179,1619.92,0.0002019,0.0729,
humaneval_36,HumanEval,openai/gpt-oss-120b,S0,2,False,runtime_error,187,512,3201.12,0.000417,0.0838,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpuvhpldk3.py"", line 16, in <module>
    check(fizz_buzz)
          ^^^^^^^^^
NameError: name 'fizz_buzz' is not defined"
humaneval_37,HumanEval,openai/gpt-oss-120b,S0,2,True,,231,418,5351.68,0.0003757,0.0767,
humaneval_38,HumanEval,openai/gpt-oss-120b,S0,2,True,,267,382,4117.23,0.0003684,0.0734,
humaneval_39,HumanEval,openai/gpt-oss-120b,S0,2,False,syntax_error,204,512,4199.85,0.0004246,0.0959,"File ""C:\Users\dell\AppData\Local\Temp\tmp8b83e2b9.py"", line 32
    """"""
    ^
SyntaxError: unterminated triple-quoted string literal (detected at line 59)"
humaneval_40,HumanEval,openai/gpt-oss-120b,S0,2,True,,267,420,5129.61,0.0003931,0.0627,
humaneval_41,HumanEval,openai/gpt-oss-120b,S0,2,True,,257,510,6372.44,0.0004472,0.0646,
humaneval_42,HumanEval,openai/gpt-oss-120b,S0,2,True,,217,170,730.85,0.0002082,0.067,
humaneval_43,HumanEval,openai/gpt-oss-120b,S0,2,True,,265,338,3168.57,0.0003389,0.0602,
humaneval_44,HumanEval,openai/gpt-oss-120b,S0,2,True,,199,254,3943.65,0.0002547,0.0396,
humaneval_45,HumanEval,openai/gpt-oss-120b,S0,2,True,,154,133,1768.64,0.0001558,0.0386,
humaneval_46,HumanEval,openai/gpt-oss-120b,S0,2,True,,278,423,3348.13,0.0004,0.0689,
humaneval_47,HumanEval,openai/gpt-oss-120b,S0,2,True,,183,217,3765.68,0.0002234,0.0676,
humaneval_48,HumanEval,openai/gpt-oss-120b,S0,2,True,,179,141,2474.55,0.0001722,0.061,
humaneval_49,HumanEval,openai/gpt-oss-120b,S0,2,True,,214,300,3133.34,0.0002913,0.0503,
